booth_id,gender,age_group,social_group,occupation,n_voters
7,Female,18-25,ST,Ag-Laborer,9
7,Female,18-25,ST,Other-Worker,2
7,Female,18-25,ST,Non-Worker,1
7,Female,26-35,General/OBC,Cultivator,2
7,Female,26-35,General/OBC,Ag-Laborer,1
7,Female,26-35,General/OBC,Other-Worker,3
7,Female,26-35,General/OBC,Non-Worker,5
7,Female,26-35,SC,Cultivator,16
7,Female,26-35,SC,Ag-Laborer,3
7,Female,26-35,SC,Other-Worker,2
7,Female,26-35,SC,Non-Worker,1
7,Female,26-35,ST,Cultivator,21
7,Female,26-35,ST,Ag-Laborer,7
7,Female,26-35,ST,Other-Worker,6
7,Female,26-35,ST,Non-Worker,17
7,Female,36-50,General/OBC,Cultivator,9
7,Female,36-50,General/OBC,Ag-Laborer,4
7,Female,36-50,General/OBC,Other-Worker,6
7,Female,36-50,General/OBC,Non-Worker,1
7,Female,36-50,SC,Cultivator,4
7,Female,36-50,SC,Ag-Laborer,5
7,Female,36-50,SC,Other-Worker,4
7,Female,36-50,SC,Non-Worker,10
7,Female,36-50,ST,Cultivator,7
7,Female,36-50,ST,Ag-Laborer,3
7,Female,36-50,ST,Other-Worker,10
7,Female,36-50,ST,Non-Worker,11
7,Female,51+,General/OBC,Cultivator,2
7,Female,51+,General/OBC,Ag-Laborer,1
7,Female,51+,General/OBC,Other-Worker,8
7,Female,51+,General/OBC,Non-Worker,14
7,Female,51+,SC,Cultivator,8
7,Female,51+,SC,Ag-Laborer,2
7,Female,51+,SC,Other-Worker,18
7,Female,51+,SC,Non-Worker,1
7,Female,51+,ST,Cultivator,3
7,Female,51+,ST,Ag-Laborer,1
7,Female,51+,ST,Other-Worker,2
7,Female,51+,ST,Non-Worker,4
8,Male,18-25,General/OBC,Cultivator,2
8,Male,18-25,General/OBC,Ag-Laborer,9
8,Male,18-25,General/OBC,Other-Worker,4
8,Male,18-25,General/OBC,Non-Worker,1
8,Male,18-25,SC,Cultivator,12
8,Male,18-25,SC,Ag-Laborer,6
8,Male,18-25,SC,Other-Worker,5
8,Male,18-25,SC,Non-Worker,1
8,Male,18-25,ST,Cultivator,11
8,Male,18-25,ST,Ag-Laborer,3
8,Male,18-25,ST,Other-Worker,11
8,Male,18-25,ST,Non-Worker,3
8,Male,26-35,General/OBC,Cultivator,1
8,Male,26-35,General/OBC,Ag-Laborer,4
8,Male,26-35,General/OBC,Other-Worker,2
8,Male,26-35,General/OBC,Non-Worker,2
8,Male,26-35,SC,Cultivator,19
8,Male,26-35,SC,Ag-Laborer,2
8,Male,26-35,SC,Other-Worker,1
8,Male,26-35,SC,Non-Worker,1
8,Male,26-35,ST,Cultivator,19
8,Male,26-35,ST,Ag-Laborer,4
8,Male,26-35,ST,Other-Worker,24
8,Male,26-35,ST,Non-Worker,1
8,Male,36-50,General/OBC,Cultivator,1
8,Male,36-50,General/OBC,Ag-Laborer,5
8,Male,36-50,General/OBC,Other-Worker,12
8,Male,36-50,General/OBC,Non-Worker,1
8,Male,36-50,SC,Cultivator,1
8,Male,36-50,SC,Ag-Laborer,1
8,Male,36-50,SC,Other-Worker,14
8,Male,36-50,SC,Non-Worker,5
8,Male,36-50,ST,Cultivator,4
8,Male,36-50,ST,Ag-Laborer,3
8,Male,36-50,ST,Other-Worker,1
8,Male,36-50,ST,Non-Worker,4
8,Male,51+,General/OBC,Cultivator,1
8,Male,51+,General/OBC,Ag-Laborer,2
8,Male,51+,General/OBC,Other-Worker,3
8,Male,51+,General/OBC,Non-Worker,9
8,Male,51+,SC,Cultivator,1
8,Male,51+,SC,Ag-Laborer,1
8,Male,51+,SC,Other-Worker,5
8,Male,51+,SC,Non-Worker,6
8,Male,51+,ST,Cultivator,5
8,Male,51+,ST,Ag-Laborer,9
8,Male,51+,ST,Other-Worker,11
8,Male,51+,ST,Non-Worker,1
8,Female,18-25,General/OBC,Cultivator,15
8,Female,18-25,General/OBC,Ag-Laborer,5
8,Female,18-25,General/OBC,Other-Worker,11
8,Female,18-25,General/OBC,Non-Worker,6
8,Female,18-25,SC,Cultivator,1
8,Female,18-25,SC,Ag-Laborer,1
8,Female,18-25,SC,Other-Worker,4
8,Female,18-25,SC,Non-Worker,6
8,Female,18-25,ST,Cultivator,3
8,Female,18-25,ST,Ag-Laborer,8
8,Female,18-25,ST,Other-Worker,5
8,Female,18-25,ST,Non-Worker,5
8,Female,26-35,General/OBC,Cultivator,2
8,Female,26-35,General/OBC,Ag-Laborer,1
8,Female,26-35,General/OBC,Other-Worker,10
8,Female,26-35,General/OBC,Non-Worker,5
8,Female,26-35,SC,Cultivator,2
8,Female,26-35,SC,Ag-Laborer,18
8,Female,26-35,SC,Other-Worker,1
8,Female,26-35,SC,Non-Worker,2
8,Female,26-35,ST,Cultivator,3
8,Female,26-35,ST,Ag-Laborer,8
8,Female,26-35,ST,Other-Worker,2
8,Female,26-35,ST,Non-Worker,4
8,Female,36-50,General/OBC,Cultivator,6
8,Female,36-50,General/OBC,Ag-Laborer,14
8,Female,36-50,General/OBC,Other-Worker,8
8,Female,36-50,General/OBC,Non-Worker,3
8,Female,36-50,SC,Cultivator,2
8,Female,36-50,SC,Ag-Laborer,12
8,Female,36-50,SC,Other-Worker,16
8,Female,36-50,SC,Non-Worker,1
8,Female,36-50,ST,Cultivator,25
8,Female,36-50,ST,Ag-Laborer,3
8,Female,36-50,ST,Other-Worker,3
8,Female,36-50,ST,Non-Worker,3
8,Female,51+,General/OBC,Cultivator,4
8,Female,51+,General/OBC,Ag-Laborer,2
8,Female,51+,General/OBC,Other-Worker,1
8,Female,51+,General/OBC,Non-Worker,1
8,Female,51+,SC,Cultivator,17
8,Female,51+,SC,Ag-Laborer,2
8,Female,51+,SC,Other-Worker,2
8,Female,51+,SC,Non-Worker,4
8,Female,51+,ST,Cultivator,7
8,Female,51+,ST,Ag-Laborer,1
8,Female,51+,ST,Other-Worker,1
8,Female,51+,ST,Non-Worker,3
9,Male,18-25,General/OBC,Cultivator,1
9,Male,18-25,General/OBC,Ag-Laborer,3
9,Male,18-25,General/OBC,Other-Worker,4
9,Male,18-25,General/OBC,Non-Worker,4
9,Male,18-25,SC,Cultivator,10
9,Male,18-25,SC,Ag-Laborer,31
9,Male,18-25,SC,Other-Worker,5
9,Male,18-25,SC,Non-Worker,9
9,Male,18-25,ST,Cultivator,4
9,Male,18-25,ST,Ag-Laborer,2
9,Male,18-25,ST,Other-Worker,3
9,Male,18-25,ST,Non-Worker,17
9,Male,26-35,General/OBC,Cultivator,4
9,Male,26-35,General/OBC,Ag-Laborer,28
9,Male,26-35,General/OBC,Other-Worker,3
9,Male,26-35,General/OBC,Non-Worker,4
9,Male,26-35,SC,Cultivator,5
9,Male,26-35,SC,Ag-Laborer,3
9,Male,26-35,SC,Other-Worker,1
9,Male,26-35,SC,Non-Worker,3
9,Male,26-35,ST,Cultivator,2
9,Male,26-35,ST,Ag-Laborer,2
9,Male,26-35,ST,Other-Worker,14
9,Male,26-35,ST,Non-Worker,3
9,Male,36-50,General/OBC,Cultivator,13
9,Male,36-50,General/OBC,Ag-Laborer,1
9,Male,36-50,General/OBC,Other-Worker,9
9,Male,36-50,General/OBC,Non-Worker,23
9,Male,36-50,SC,Cultivator,4
9,Male,36-50,SC,Ag-Laborer,3
9,Male,36-50,SC,Other-Worker,1
9,Male,36-50,SC,Non-Worker,1
9,Male,36-50,ST,Cultivator,17
9,Male,36-50,ST,Ag-Laborer,4
9,Male,36-50,ST,Other-Worker,2
9,Male,36-50,ST,Non-Worker,1
9,Male,51+,General/OBC,Cultivator,8
9,Male,51+,General/OBC,Ag-Laborer,2
9,Male,51+,General/OBC,Other-Worker,1
9,Male,51+,General/OBC,Non-Worker,9
9,Male,51+,SC,Cultivator,9
9,Male,51+,SC,Ag-Laborer,7
9,Male,51+,SC,Other-Worker,5
9,Male,51+,SC,Non-Worker,6
9,Male,51+,ST,Cultivator,1
9,Male,51+,ST,Ag-Laborer,3
9,Male,51+,ST,Other-Worker,11
9,Male,51+,ST,Non-Worker,6
9,Female,18-25,General/OBC,Cultivator,11
9,Female,18-25,General/OBC,Ag-Laborer,3
9,Female,18-25,General/OBC,Other-Worker,12
9,Female,18-25,General/OBC,Non-Worker,7
9,Female,18-25,SC,Cultivator,5
9,Female,18-25,SC,Ag-Laborer,11
9,Female,18-25,SC,Other-Worker,6
9,Female,18-25,SC,Non-Worker,3
9,Female,18-25,ST,Cultivator,1
9,Female,18-25,ST,Ag-Laborer,1
9,Female,18-25,ST,Other-Worker,3
9,Female,18-25,ST,Non-Worker,17
9,Female,26-35,General/OBC,Cultivator,1
9,Female,26-35,General/OBC,Ag-Laborer,2
9,Female,26-35,General/OBC,Other-Worker,2
9,Female,26-35,General/OBC,Non-Worker,6
9,Female,26-35,SC,Cultivator,1
9,Female,26-35,SC,Ag-Laborer,5
9,Female,26-35,SC,Other-Worker,3
9,Female,26-35,SC,Non-Worker,3
9,Female,26-35,ST,Cultivator,4
9,Female,26-35,ST,Ag-Laborer,8
9,Female,26-35,ST,Other-Worker,4
9,Female,26-35,ST,Non-Worker,1
9,Female,36-50,General/OBC,Cultivator,22
9,Female,36-50,General/OBC,Ag-Laborer,8
9,Female,36-50,General/OBC,Other-Worker,4
9,Female,36-50,General/OBC,Non-Worker,9
9,Female,36-50,SC,Cultivator,2
9,Female,36-50,SC,Ag-Laborer,1
9,Female,36-50,SC,Other-Worker,7
9,Female,36-50,SC,Non-Worker,6
9,Female,36-50,ST,Cultivator,4
9,Female,36-50,ST,Ag-Laborer,3
9,Female,36-50,ST,Other-Worker,2
9,Female,36-50,ST,Non-Worker,7
9,Female,51+,General/OBC,Cultivator,3
9,Female,51+,General/OBC,Ag-Laborer,15
9,Female,51+,General/OBC,Other-Worker,13
9,Female,51+,General/OBC,Non-Worker,2
9,Female,51+,SC,Cultivator,4
9,Female,51+,SC,Ag-Laborer,3
9,Female,51+,SC,Other-Worker,17
9,Female,51+,SC,Non-Worker,15
9,Female,51+,ST,Cultivator,2
9,Female,51+,ST,Ag-Laborer,1
9,Female,51+,ST,Other-Worker,3
9,Female,51+,ST,Non-Worker,2
10,Male,18-25,General/OBC,Cultivator,2
10,Male,18-25,General/OBC,Ag-Laborer,12
10,Male,18-25,General/OBC,Other-Worker,5
10,Male,18-25,General/OBC,Non-Worker,1
10,Male,18-25,SC,Cultivator,3
10,Male,18-25,SC,Ag-Laborer,1
10,Male,18-25,SC,Other-Worker,3
10,Male,18-25,SC,Non-Worker,15
10,Male,18-25,ST,Cultivator,9
10,Male,18-25,ST,Ag-Laborer,21
10,Male,18-25,ST,Other-Worker,2
10,Male,18-25,ST,Non-Worker,10
10,Male,26-35,General/OBC,Cultivator,6
10,Male,26-35,General/OBC,Ag-Laborer,19
10,Male,26-35,General/OBC,Other-Worker,21
10,Male,26-35,General/OBC,Non-Worker,1
10,Male,26-35,SC,Cultivator,2
10,Male,26-35,SC,Ag-Laborer,1
10,Male,26-35,SC,Other-Worker,1
10,Male,26-35,SC,Non-Worker,31
10,Male,26-35,ST,Cultivator,8
10,Male,26-35,ST,Ag-Laborer,4
10,Male,26-35,ST,Other-Worker,6
10,Male,26-35,ST,Non-Worker,6
10,Male,36-50,General/OBC,Cultivator,6
10,Male,36-50,General/OBC,Ag-Laborer,4
10,Male,36-50,General/OBC,Other-Worker,10
10,Male,36-50,General/OBC,Non-Worker,4
10,Male,36-50,SC,Cultivator,1
10,Male,36-50,SC,Ag-Laborer,8
10,Male,36-50,SC,Other-Worker,1
10,Male,36-50,SC,Non-Worker,17
10,Male,36-50,ST,Cultivator,13
10,Male,36-50,ST,Ag-Laborer,10
10,Male,36-50,ST,Other-Worker,1
10,Male,36-50,ST,Non-Worker,1
10,Male,51+,General/OBC,Cultivator,9
10,Male,51+,General/OBC,Ag-Laborer,3
10,Male,51+,General/OBC,Other-Worker,9
10,Male,51+,General/OBC,Non-Worker,4
10,Male,51+,SC,Cultivator,1
10,Male,51+,SC,Ag-Laborer,2
10,Male,51+,SC,Other-Worker,2
10,Male,51+,SC,Non-Worker,3
10,Male,51+,ST,Cultivator,1
10,Male,51+,ST,Ag-Laborer,5
10,Male,51+,ST,Other-Worker,2
10,Male,51+,ST,Non-Worker,13
10,Female,18-25,General/OBC,Cultivator,1
10,Female,18-25,General/OBC,Ag-Laborer,1
10,Female,18-25,General/OBC,Other-Worker,3
10,Female,18-25,General/OBC,Non-Worker,14
10,Female,18-25,SC,Cultivator,26
10,Female,18-25,SC,Ag-Laborer,15
10,Female,18-25,SC,Other-Worker,10
10,Female,18-25,SC,Non-Worker,7
10,Female,18-25,ST,Cultivator,7
10,Female,18-25,ST,Ag-Laborer,2
10,Female,18-25,ST,Other-Worker,1
10,Female,18-25,ST,Non-Worker,1
10,Female,26-35,General/OBC,Cultivator,6
10,Female,26-35,General/OBC,Ag-Laborer,8
10,Female,26-35,General/OBC,Other-Worker,5
10,Female,26-35,General/OBC,Non-Worker,2
10,Female,26-35,SC,Cultivator,13
10,Female,26-35,SC,Ag-Laborer,3
10,Female,26-35,SC,Other-Worker,5
10,Female,26-35,SC,Non-Worker,1
10,Female,26-35,ST,Cultivator,1
10,Female,26-35,ST,Ag-Laborer,3
10,Female,26-35,ST,Other-Worker,5
10,Female,26-35,ST,Non-Worker,10
10,Female,36-50,General/OBC,Cultivator,5
10,Female,36-50,General/OBC,Ag-Laborer,1
10,Female,36-50,General/OBC,Other-Worker,2
10,Female,36-50,General/OBC,Non-Worker,2
10,Female,36-50,SC,Cultivator,1
10,Female,36-50,SC,Ag-Laborer,7
10,Female,36-50,SC,Other-Worker,12
10,Female,36-50,SC,Non-Worker,3
10,Female,36-50,ST,Cultivator,1
10,Female,36-50,ST,Ag-Laborer,25
10,Female,36-50,ST,Other-Worker,1
10,Female,36-50,ST,Non-Worker,6
10,Female,51+,General/OBC,Cultivator,2
10,Female,51+,General/OBC,Ag-Laborer,19
10,Female,51+,General/OBC,Other-Worker,2
10,Female,51+,General/OBC,Non-Worker,2
10,Female,51+,SC,Cultivator,1
10,Female,51+,SC,Ag-Laborer,10
10,Female,51+,SC,Other-Worker,3
10,Female,51+,SC,Non-Worker,3
10,Female,51+,ST,Cultivator,11
10,Female,51+,ST,Ag-Laborer,6
10,Female,51+,ST,Other-Worker,20
10,Female,51+,ST,Non-Worker,1
11,Male,18-25,General/OBC,Cultivator,8
11,Male,18-25,General/OBC,Ag-Laborer,2
11,Male,18-25,General/OBC,Other-Worker,4
11,Male,18-25,General/OBC,Non-Worker,1
11,Male,18-25,SC,Cultivator,3
11,Male,18-25,SC,Ag-Laborer,2
11,Male,18-25,SC,Other-Worker,1
11,Male,18-25,SC,Non-Worker,5
11,Male,18-25,ST,Cultivator,1
11,Male,18-25,ST,Ag-Laborer,3
11,Male,18-25,ST,Other-Worker,2
11,Male,18-25,ST,Non-Worker,3
11,Male,26-35,General/OBC,Cultivator,1
11,Male,26-35,General/OBC,Ag-Laborer,7
11,Male,26-35,General/OBC,Other-Worker,2
11,Male,26-35,General/OBC,Non-Worker,15
11,Male,26-35,SC,Cultivator,22
11,Male,26-35,SC,Ag-Laborer,2
11,Male,26-35,SC,Other-Worker,8
11,Male,26-35,SC,Non-Worker,3
11,Male,26-35,ST,Cultivator,2
11,Male,26-35,ST,Ag-Laborer,8
11,Male,26-35,ST,Other-Worker,1
11,Male,26-35,ST,Non-Worker,2
11,Male,36-50,General/OBC,Cultivator,2
11,Male,36-50,General/OBC,Ag-Laborer,15
11,Male,36-50,General/OBC,Other-Worker,4
11,Male,36-50,General/OBC,Non-Worker,12
11,Male,36-50,SC,Cultivator,5
11,Male,36-50,SC,Ag-Laborer,3
11,Male,36-50,SC,Other-Worker,2
11,Male,36-50,SC,Non-Worker,6
11,Male,36-50,ST,Cultivator,12
11,Male,36-50,ST,Ag-Laborer,16
11,Male,36-50,ST,Other-Worker,4
11,Male,36-50,ST,Non-Worker,1
11,Male,51+,General/OBC,Cultivator,23
11,Male,51+,General/OBC,Ag-Laborer,7
11,Male,51+,General/OBC,Other-Worker,10
11,Male,51+,General/OBC,Non-Worker,1
11,Male,51+,SC,Cultivator,6
11,Male,51+,SC,Ag-Laborer,4
11,Male,51+,SC,Other-Worker,2
11,Male,51+,SC,Non-Worker,1
11,Male,51+,ST,Cultivator,13
11,Male,51+,ST,Ag-Laborer,6
11,Male,51+,ST,Other-Worker,11
11,Male,51+,ST,Non-Worker,3
11,Female,18-25,General/OBC,Cultivator,2
11,Female,18-25,General/OBC,Ag-Laborer,9
11,Female,18-25,General/OBC,Other-Worker,5
11,Female,18-25,General/OBC,Non-Worker,4
11,Female,18-25,SC,Cultivator,21
11,Female,18-25,SC,Ag-Laborer,5
11,Female,18-25,SC,Other-Worker,29
11,Female,18-25,SC,Non-Worker,1
11,Female,18-25,ST,Cultivator,27
11,Female,18-25,ST,Ag-Laborer,1
11,Female,18-25,ST,Other-Worker,12
11,Female,18-25,ST,Non-Worker,2
11,Female,26-35,General/OBC,Cultivator,19
11,Female,26-35,General/OBC,Ag-Laborer,4
11,Female,26-35,General/OBC,Other-Worker,1
11,Female,26-35,General/OBC,Non-Worker,6
11,Female,26-35,SC,Cultivator,4
11,Female,26-35,SC,Ag-Laborer,5
11,Female,26-35,SC,Other-Worker,4
11,Female,26-35,SC,Non-Worker,9
11,Female,26-35,ST,Cultivator,1
11,Female,26-35,ST,Ag-Laborer,1
11,Female,26-35,ST,Other-Worker,10
11,Female,26-35,ST,Non-Worker,1
11,Female,36-50,General/OBC,Cultivator,4
11,Female,36-50,General/OBC,Ag-Laborer,3
11,Female,36-50,General/OBC,Other-Worker,5
11,Female,36-50,General/OBC,Non-Worker,1
11,Female,36-50,SC,Cultivator,28
11,Female,36-50,SC,Ag-Laborer,1
11,Female,36-50,SC,Other-Worker,3
11,Female,36-50,SC,Non-Worker,6
11,Female,36-50,ST,Cultivator,18
11,Female,36-50,ST,Ag-Laborer,3
11,Female,36-50,ST,Other-Worker,9
11,Female,36-50,ST,Non-Worker,15
11,Female,51+,General/OBC,Cultivator,2
11,Female,51+,General/OBC,Ag-Laborer,5
11,Female,51+,General/OBC,Other-Worker,1
11,Female,51+,General/OBC,Non-Worker,4
11,Female,51+,SC,Cultivator,17
11,Female,51+,SC,Ag-Laborer,2
11,Female,51+,SC,Other-Worker,9
11,Female,51+,SC,Non-Worker,1
11,Female,51+,ST,Cultivator,4
11,Female,51+,ST,Ag-Laborer,6
11,Female,51+,ST,Other-Worker,4
11,Female,51+,ST,Non-Worker,5
12,Male,18-25,General/OBC,Cultivator,13
12,Male,18-25,General/OBC,Ag-Laborer,3
12,Male,18-25,General/OBC,Other-Worker,2
12,Male,18-25,General/OBC,Non-Worker,27
12,Male,18-25,SC,Cultivator,8
12,Male,18-25,SC,Ag-Laborer,14
12,Male,18-25,SC,Other-Worker,12
12,Male,18-25,SC,Non-Worker,3
12,Male,18-25,ST,Cultivator,3
12,Male,18-25,ST,Ag-Laborer,3
12,Male,18-25,ST,Other-Worker,1
12,Male,18-25,ST,Non-Worker,14
12,Male,26-35,General/OBC,Cultivator,1
12,Male,26-35,General/OBC,Ag-Laborer,5
12,Male,26-35,General/OBC,Other-Worker,13
12,Male,26-35,General/OBC,Non-Worker,5
12,Male,26-35,SC,Cultivator,12
12,Male,26-35,SC,Ag-Laborer,14
12,Male,26-35,SC,Other-Worker,10
12,Male,26-35,SC,Non-Worker,7
12,Male,26-35,ST,Cultivator,6
12,Male,26-35,ST,Ag-Laborer,4
12,Male,26-35,ST,Other-Worker,1
12,Male,26-35,ST,Non-Worker,11
12,Male,36-50,General/OBC,Cultivator,4
12,Male,36-50,General/OBC,Ag-Laborer,14
12,Male,36-50,General/OBC,Other-Worker,1
12,Male,36-50,General/OBC,Non-Worker,3
12,Male,36-50,SC,Cultivator,14
12,Male,36-50,SC,Ag-Laborer,2
12,Male,36-50,SC,Other-Worker,8
12,Male,36-50,SC,Non-Worker,1
12,Male,36-50,ST,Cultivator,1
12,Male,36-50,ST,Ag-Laborer,17
12,Male,36-50,ST,Other-Worker,1
12,Male,36-50,ST,Non-Worker,2
12,Male,51+,General/OBC,Cultivator,6
12,Male,51+,General/OBC,Ag-Laborer,9
12,Male,51+,General/OBC,Other-Worker,2
12,Male,51+,General/OBC,Non-Worker,6
12,Male,51+,SC,Cultivator,5
12,Male,51+,SC,Ag-Laborer,2
12,Male,51+,SC,Other-Worker,1
12,Male,51+,SC,Non-Worker,8
12,Male,51+,ST,Cultivator,6
12,Male,51+,ST,Ag-Laborer,12
12,Male,51+,ST,Other-Worker,4
12,Male,51+,ST,Non-Worker,1
12,Female,18-25,General/OBC,Cultivator,6
12,Female,18-25,General/OBC,Ag-Laborer,3
12,Female,18-25,General/OBC,Other-Worker,1
12,Female,18-25,General/OBC,Non-Worker,1
12,Female,18-25,SC,Cultivator,1
12,Female,18-25,SC,Ag-Laborer,22
12,Female,18-25,SC,Other-Worker,8
12,Female,18-25,SC,Non-Worker,2
12,Female,18-25,ST,Cultivator,1
12,Female,18-25,ST,Ag-Laborer,20
12,Female,18-25,ST,Other-Worker,3
12,Female,18-25,ST,Non-Worker,14
12,Female,26-35,General/OBC,Cultivator,4
12,Female,26-35,General/OBC,Ag-Laborer,1
12,Female,26-35,General/OBC,Other-Worker,7
12,Female,26-35,General/OBC,Non-Worker,2
12,Female,26-35,SC,Cultivator,8
12,Female,26-35,SC,Ag-Laborer,1
12,Female,26-35,SC,Other-Worker,1
12,Female,26-35,SC,Non-Worker,3
12,Female,26-35,ST,Cultivator,1
12,Female,26-35,ST,Ag-Laborer,14
12,Female,26-35,ST,Other-Worker,6
12,Female,26-35,ST,Non-Worker,3
12,Female,36-50,General/OBC,Cultivator,1
12,Female,36-50,General/OBC,Ag-Laborer,2
12,Female,36-50,General/OBC,Other-Worker,3
12,Female,36-50,General/OBC,Non-Worker,7
12,Female,36-50,SC,Cultivator,4
12,Female,36-50,SC,Ag-Laborer,10
12,Female,36-50,SC,Other-Worker,3
12,Female,36-50,SC,Non-Worker,5
12,Female,36-50,ST,Cultivator,6
12,Female,36-50,ST,Ag-Laborer,8
12,Female,36-50,ST,Other-Worker,8
12,Female,36-50,ST,Non-Worker,7
12,Female,51+,General/OBC,Cultivator,6
12,Female,51+,General/OBC,Ag-Laborer,1
12,Female,51+,General/OBC,Other-Worker,4
12,Female,51+,General/OBC,Non-Worker,4
12,Female,51+,SC,Cultivator,1
12,Female,51+,SC,Ag-Laborer,41
12,Female,51+,SC,Other-Worker,18
12,Female,51+,SC,Non-Worker,4
12,Female,51+,ST,Cultivator,2
12,Female,51+,ST,Ag-Laborer,2
12,Female,51+,ST,Other-Worker,2
12,Female,51+,ST,Non-Worker,6
13,Male,18-25,General/OBC,Cultivator,12
13,Male,18-25,General/OBC,Ag-Laborer,10
13,Male,18-25,General/OBC,Other-Worker,1
13,Male,18-25,General/OBC,Non-Worker,7
13,Male,18-25,SC,Cultivator,2
13,Male,18-25,SC,Ag-Laborer,3
13,Male,18-25,SC,Other-Worker,9
13,Male,18-25,SC,Non-Worker,35
13,Male,18-25,ST,Cultivator,3
13,Male,18-25,ST,Ag-Laborer,6
13,Male,18-25,ST,Other-Worker,1
13,Male,18-25,ST,Non-Worker,1
13,Male,26-35,General/OBC,Cultivator,4
13,Male,26-35,General/OBC,Ag-Laborer,1
13,Male,26-35,General/OBC,Other-Worker,10
13,Male,26-35,General/OBC,Non-Worker,2
13,Male,26-35,SC,Cultivator,1
13,Male,26-35,SC,Ag-Laborer,6
13,Male,26-35,SC,Other-Worker,4
13,Male,26-35,SC,Non-Worker,7
13,Male,26-35,ST,Cultivator,2
13,Male,26-35,ST,Ag-Laborer,4
13,Male,26-35,ST,Other-Worker,5
13,Male,26-35,ST,Non-Worker,2
13,Male,36-50,General/OBC,Cultivator,1
13,Male,36-50,General/OBC,Ag-Laborer,4
13,Male,36-50,General/OBC,Other-Worker,11
13,Male,36-50,General/OBC,Non-Worker,6
13,Male,36-50,SC,Cultivator,3
13,Male,36-50,SC,Ag-Laborer,6
13,Male,36-50,SC,Other-Worker,12
13,Male,36-50,SC,Non-Worker,4
13,Male,36-50,ST,Cultivator,2
13,Male,36-50,ST,Ag-Laborer,2
13,Male,36-50,ST,Other-Worker,2
13,Male,36-50,ST,Non-Worker,1
13,Male,51+,General/OBC,Cultivator,5
13,Male,51+,General/OBC,Ag-Laborer,1
13,Male,51+,General/OBC,Other-Worker,24
13,Male,51+,General/OBC,Non-Worker,3
13,Male,51+,SC,Cultivator,6
13,Male,51+,SC,Ag-Laborer,2
13,Male,51+,SC,Other-Worker,10
13,Male,51+,SC,Non-Worker,5
13,Male,51+,ST,Cultivator,1
13,Male,51+,ST,Ag-Laborer,2
13,Male,51+,ST,Other-Worker,1
13,Male,51+,ST,Non-Worker,3
13,Female,18-25,General/OBC,Cultivator,5
13,Female,18-25,General/OBC,Ag-Laborer,12
13,Female,18-25,General/OBC,Other-Worker,8
13,Female,18-25,General/OBC,Non-Worker,2
13,Female,18-25,SC,Cultivator,13
13,Female,18-25,SC,Ag-Laborer,4
13,Female,18-25,SC,Other-Worker,1
13,Female,18-25,SC,Non-Worker,8
13,Female,18-25,ST,Cultivator,5
13,Female,18-25,ST,Ag-Laborer,1
13,Female,18-25,ST,Other-Worker,2
13,Female,18-25,ST,Non-Worker,27
13,Female,26-35,General/OBC,Cultivator,10
13,Female,26-35,General/OBC,Ag-Laborer,1
13,Female,26-35,General/OBC,Other-Worker,6
13,Female,26-35,General/OBC,Non-Worker,2
13,Female,26-35,SC,Cultivator,18
13,Female,26-35,SC,Ag-Laborer,6
13,Female,26-35,SC,Other-Worker,5
13,Female,26-35,SC,Non-Worker,6
13,Female,26-35,ST,Cultivator,9
13,Female,26-35,ST,Ag-Laborer,4
13,Female,26-35,ST,Other-Worker,13
13,Female,26-35,ST,Non-Worker,6
13,Female,36-50,General/OBC,Cultivator,10
13,Female,36-50,General/OBC,Ag-Laborer,8
13,Female,36-50,General/OBC,Other-Worker,8
13,Female,36-50,General/OBC,Non-Worker,3
13,Female,36-50,SC,Cultivator,2
13,Female,36-50,SC,Ag-Laborer,1
13,Female,36-50,SC,Other-Worker,3
13,Female,36-50,SC,Non-Worker,1
13,Female,36-50,ST,Cultivator,3
13,Female,36-50,ST,Ag-Laborer,12
13,Female,36-50,ST,Other-Worker,2
13,Female,36-50,ST,Non-Worker,14
13,Female,51+,General/OBC,Cultivator,1
13,Female,51+,General/OBC,Ag-Laborer,8
13,Female,51+,General/OBC,Other-Worker,2
13,Female,51+,General/OBC,Non-Worker,3
13,Female,51+,SC,Cultivator,5
13,Female,51+,SC,Ag-Laborer,2
13,Female,51+,SC,Other-Worker,23
13,Female,51+,SC,Non-Worker,1
13,Female,51+,ST,Cultivator,1
13,Female,51+,ST,Ag-Laborer,7
13,Female,51+,ST,Other-Worker,3
13,Female,51+,ST,Non-Worker,2
14,Male,18-25,General/OBC,Cultivator,3
14,Male,18-25,General/OBC,Ag-Laborer,9
14,Male,18-25,General/OBC,Other-Worker,1
14,Male,18-25,General/OBC,Non-Worker,2
14,Male,18-25,SC,Cultivator,2
14,Male,18-25,SC,Ag-Laborer,9
14,Male,18-25,SC,Other-Worker,14
14,Male,18-25,SC,Non-Worker,2
14,Male,18-25,ST,Cultivator,1
14,Male,18-25,ST,Ag-Laborer,1
14,Male,18-25,ST,Other-Worker,3
14,Male,18-25,ST,Non-Worker,10
14,Male,26-35,General/OBC,Cultivator,2
14,Male,26-35,General/OBC,Ag-Laborer,1
14,Male,26-35,General/OBC,Other-Worker,1
14,Male,26-35,General/OBC,Non-Worker,2
14,Male,26-35,SC,Cultivator,8
14,Male,26-35,SC,Ag-Laborer,3
14,Male,26-35,SC,Other-Worker,5
14,Male,26-35,SC,Non-Worker,1
